iter	MultiClass
391	0.004733921235
392	0.004720443559
393	0.00470698707
394	0.00469705879
395	0.00468103543
396	0.004670643579
397	0.004656915469
398	0.004637378804
399	0.004624972158
400	0.004608584947
401	0.00459509492
402	0.004578165874
403	0.004567079543
404	0.004553665391
405	0.004538379972
406	0.00452240654
407	0.004511176075
408	0.004502203463
409	0.004486363426
410	0.004475329556
411	0.004459703887
412	0.004446641644
413	0.004435107978
414	0.004414224958
415	0.004398342395
416	0.004387072773
417	0.00437197561
418	0.004358244694
419	0.00434845194
420	0.004337632949
421	0.004327357069
422	0.004315348503
423	0.00430659382
424	0.004297895684
425	0.004285411455
426	0.004271565575
427	0.004262974581
428	0.004250251662
429	0.004242210748
430	0.004231173009
431	0.004214988051
432	0.004204297888
433	0.004194479307
434	0.004184832177
435	0.004169754748
436	0.004158144049
437	0.004149456479
438	0.004143987847
439	0.004136824019
440	0.004121265931
441	0.004112775639
442	0.004101906014
443	0.004087337883
444	0.004075023373
445	0.004067052517
446	0.004057986085
447	0.004048079893
448	0.004040340439
449	0.004032498119
450	0.004022628581
451	0.004014617438
452	0.00400522874
453	0.003995248944
454	0.003986767146
455	0.003978045789
456	0.003963563637
457	0.003948472705
458	0.003937467296
459	0.00392900561
460	0.003919925419
461	0.003913338643
462	0.003903782616
463	0.003894873233
464	0.003886531197
465	0.003876124291
466	0.003870126893
467	0.003863944097
468	0.003854441604
469	0.003846194894
470	0.003836454553
471	0.00382330492
472	0.003814363254
473	0.00380859416
474	0.003795132592
475	0.003784133062
476	0.003774688349
477	0.003761307769
478	0.003755987629
479	0.00374294383
480	0.00373435331
481	0.003725007971
482	0.003718545374
483	0.003704746101
484	0.003690682062
485	0.003683263602
486	0.00367058744
487	0.003661174803
488	0.003653908652
489	0.003644836193
490	0.003635741744
491	0.00362909019
492	0.003618373943
493	0.00360842084
494	0.003596808543
495	0.003588959512
496	0.00358196011
497	0.003573960546
498	0.003568858248
499	0.003561961465
